Obs.	statenum	casenum	accdate	acctime	speeding	alcres	drugres1	
681	48	3003	12162015	0105	1	0	1	
682	21	60	01192015	0855	0	.	.	
683	17	686	10222015	2001	0	102	997	
684	18	147	03282015	1913	0	320	1	
685	40	567	12222015	1217	1	996	0	
686	48	1389	06202015	0641	0	996	0	
687	1	110	03142015	1640	0	0	1	
688	13	1104	11032015	2113	1	149	402	
689	24	327	11042015	1148	0	995	95	
690	12	2177	11062015	1940	0	996	0	
691	36	643	08252015	1535	0	995	95	
692	44	32	10172015	2317	0	996	0	
693	17	590	09082015	1544	0	996	0	
694	6	1545	09252015	1645	0	996	0	
695	6	2598	12272015	0020	0	280	.	
696	41	412	12262015	1508	0	112	0	
697	53	333	09072015	1332	0	0	177	
698	26	623	09192015	2122	0	330	0	
699	36	1048	10292015	2021	0	90	1	
700	22	145	03302015	0745	1	0	0	
701	17	874	12132015	1351	1	0	0	
702	41	75	03312015	1115	0	0	0	
703	6	160	01312015	0152	0	996	0	
704	30	90	08032015	0935	0	0	605	
705	55	235	07132015	1745	0	0	1	
706	20	106	05232015	1105	1	996	0	
707	26	856	12222015	0100	0	996	0	
708	36	136	03212015	0953	0	0	695	
709	13	751	08062015	0549	0	996	0	
710	29	718	11272015	1545	1	0	0	
711	12	1305	07022015	1940	0	319	355	
712	47	89	02202015	0737	0	0	996	
713	26	848	12042015	1928	0	996	0	
714	12	1715	07232015	0359	0	280	303	
715	36	689	09232015	0721	0	995	95	
716	45	900	12262015	2045	1	180	600	
717	55	83	03252015	1528	1	996	0	
718	6	1897	09062015	1835	0	280	1	
719	48	2647	11052015	0807	1	996	0	
720	6	1077	06132015	0025	0	.	.	
721	36	305	01202015	1550	0	996	0	
722	25	175	11162015	0431	0	995	95	
723	37	678	06152015	1415	0	.	0	
724	13	301	03162015	0718	0	996	0	
725	22	361	07282015	2041	0	0	0	
726	31	180	11052015	0220	1	197	304	
727	20	174	08072015	0347	0	0	1	
728	25	102	07132015	2100	1	995	95	
729	26	197	05052015	0647	0	996	0	
730	41	159	06222015	1918	0	0	1	
731	51	472	09192015	1310	0	0	1	
732	1	295	06082015	0520	0	0	600	
733	6	331	02072015	2220	0	996	0	
734	28	395	09162015	1940	0	996	0	
735	39	1042	11172015	1820	0	996	0	
736	13	170	02222015	0432	0	155	1	
737	22	55	02102015	2010	1	270	997	
738	47	380	06182015	0152	0	143	343	
739	53	480	12022015	1645	0	996	0	
740	6	940	04252015	0320	0	996	0	
741	54	192	10112015	1620	1	230	1	
742	6	2615	09252015	1617	1	220	401	
743	12	456	02192015	2311	0	995	95	
744	19	130	07212015	1945	0	36	417	
745	6	1020	05142015	1020	1	996	0	
746	48	2770	11212015	0049	0	56	.	
747	13	266	03202015	2144	0	329	1	
748	13	376	04182015	0437	1	996	0	
749	32	134	09202015	0445	0	0	1	
750	22	559	11152015	0901	0	995	95	
751	6	2714	12042015	1316	0	996	0	
752	30	57	06092015	2325	1	251	605	
753	41	167	01152015	0545	0	0	996	
754	48	2855	08282015	0436	1	160	1	
755	38	79	08212015	2227	0	302	1	
756	6	1702	09262015	1340	1	.	.	
757	6	2328	08092015	1250	0	0	600	
758	28	539	10232015	1340	1	.	.	
759	37	550	06202015	0202	0	996	0	
760	39	105	02132015	1437	0	0	177	
761	4	340	05152015	2230	1	260	1	
762	21	260	06142015	1930	0	0	1	
763	46	60	08022015	1630	0	0	605	
764	39	814	10282015	0130	1	256	0	
765	6	319	02212015	2039	0	996	0	
766	6	1492	08312015	0945	0	.	.	
767	40	438	10062015	2030	0	0	1	
768	51	166	04242015	1630	0	996	997	
769	4	294	05182015	1126	0	0	0	
770	12	2530	12112015	2117	0	995	95	
771	55	86	03282015	0645	0	0	1	
772	32	3	01102015	0738	0	996	0	
773	12	853	05112015	2348	0	0	996	
774	40	444	10072015	1208	0	0	1	
775	1	427	08052015	1830	1	996	0	
776	45	546	08222015	1900	0	996	0	
777	48	578	03222015	1950	1	.	.	
778	6	2693	12132015	1621	0	.	.	
779	28	151	04202015	0820	0	999	999	
780	31	55	01132015	1649	0	0	1	
781	38	83	09012015	1837	0	0	401	
782	6	2863	06062015	1408	0	.	.	
783	5	128	04142015	2027	0	0	304	
784	12	2610	12292015	0720	0	996	0	
785	40	130	04192015	1742	0	996	0	
786	4	93	02252015	0947	1	0	1	
787	13	452	05092015	1740	0	996	0	
788	16	127	07242015	1830	0	996	0	
789	24	57	03182015	0126	0	996	0	
790	26	53	02122015	2326	0	996	0	
791	12	239	02222015	0345	0	300	1	
792	12	485	03042015	1114	0	996	0	
793	17	482	08102015	2215	1	0	0	
794	48	841	04212015	0500	0	996	0	
795	55	393	11192015	1730	1	0	0	
796	47	103	02162015	2115	0	996	0	
797	1	341	06132015	0040	1	996	0	
798	33	50	07092015	1855	1	0	1	
799	12	893	04042015	1045	0	996	0	
800	13	1235	12112015	2324	1	997	0	
801	5	130	04142015	2236	0	0	1	
802	17	118	03102015	1757	0	997	95	
803	26	287	06132015	0152	0	996	0	
804	39	937	08022015	1948	0	996	0	
805	55	259	07302015	1550	0	0	1	
806	34	506	12252015	0707	0	180	1	
807	12	910	05262015	1717	0	0	1	
808	26	568	08192015	0325	0	140	0	
809	40	436	10112015	0211	1	996	0	
810	6	1303	07082015	0032	0	210	.	
811	1	161	03302015	1527	0	996	0	
812	23	135	12052015	2343	1	0	605	
813	42	705	12052015	0245	1	997	997	
814	51	295	06212015	0053	0	996	999	
815	55	56	03032015	0853	0	0	401	
816	28	538	10192015	0515	0	996	0	
817	6	612	03172015	1104	0	0	0	
818	6	1779	07232015	1214	0	996	1	
819	18	27	01182015	0440	1	270	401	
820	48	92	01132015	1710	0	996	0	
821	13	784	08152015	0328	1	185	1	
822	27	15	01302015	1750	0	0	1	
823	28	410	09242015	0202	0	996	0	
824	39	137	03132015	1808	0	0	605	
825	51	291	06272015	0123	0	255	605	
826	55	284	08152015	1113	0	0	695	
827	12	2195	11152015	2234	0	360	313	
828	6	2388	08312015	2010	1	.	.	
829	13	1012	10132015	1557	0	996	0	
830	39	988	12092015	1314	0	0	167	
831	48	890	04262015	0324	0	.	.	
832	36	4	01032015	1131	0	0	1	
833	42	553	07092015	0735	0	996	0	
834	45	516	08072015	2145	0	97	603	
835	45	745	09242015	2230	0	996	0	
836	46	75	08232015	1611	0	0	1	
837	48	2410	10182015	1948	1	996	0	
838	5	422	11122015	1422	1	996	0	
839	13	568	06142015	0012	0	0	605	
840	16	79	06252015	1604	0	996	0	
841	36	87	01182015	0119	1	996	0	
842	37	1022	10292015	1930	0	996	0	
843	48	383	01272015	1115	0	0	1	
844	13	510	05282015	1419	0	996	0	
845	55	343	06172015	2200	0	122	155	
846	6	957	05102015	1216	1	996	0	
847	25	13	02142015	0150	0	995	95	
848	27	316	11022015	1317	0	995	95	
849	32	10	03242015	1905	1	331	1	
850	47	66	01102015	2354	0	225	1	
851	39	967	11272015	1738	0	0	0	
852	42	602	07012015	2217	1	999	999	
853	53	254	07262015	0114	0	0	1	
854	12	1430	07302015	1628	0	996	0	
855	13	1141	11142015	1848	0	996	0	
856	48	366	02242015	1644	1	0	605	
857	49	110	06222015	1420	1	0	1	
858	5	12	01142015	2110	0	.	.	
859	12	865	05112015	2155	0	996	0	
860	35	57	03132015	1505	1	996	0	
861	37	1120	11212015	1436	0	996	0	
862	12	2739	03162015	2224	0	0	1	
863	4	319	05222015	1300	0	996	0	
864	4	527	08212015	1716	1	996	0	
865	36	562	08122015	2223	0	995	95	
866	6	1960	10012015	2110	0	0	1	
867	24	215	07132015	0928	0	0	1	
868	6	2633	12182015	0025	1	996	0	
869	34	3	01142015	2032	1	996	0	
870	45	584	09062015	1100	1	996	0	
871	37	451	04132015	0721	0	0	0	
872	6	2155	08012015	1644	1	.	.	
873	37	947	10182015	1949	1	40	0	
874	48	1443	06182015	0111	1	996	0	
875	6	1900	04112015	2128	0	996	0	
876	21	322	07102015	2313	0	996	.	
877	29	372	07162015	1034	0	0	1	
878	39	806	10092015	2302	0	0	0	
879	56	123	11232015	1755	0	996	0	
880	17	447	07122015	1712	0	0	1	
881	6	1118	07042015	0635	0	996	0	
882	6	2614	10182015	1855	1	.	.	
883	22	502	10052015	1516	1	996	0	
884	53	36	01072015	1625	0	996	0	
885	55	220	06252015	0729	1	0	1	
886	6	1537	06262015	1518	1	996	0	
887	6	1571	09102015	0610	1	0	189	
888	12	2404	10212015	1702	0	995	95	
889	36	655	09142015	1718	0	996	0	
890	9	25	04272015	1434	0	0	1	
891	13	605	06212015	0835	0	996	0	
892	34	178	06262015	0140	1	185	1	
893	47	334	06092015	1600	0	996	0	
894	47	351	06182015	9999	0	138	0	
895	12	722	04292015	2213	0	190	998	
896	34	500	10252015	0049	1	364	1	
897	1	590	10302015	2305	0	0	321	
898	24	83	04112015	2136	0	996	0	
899	34	407	11222015	0043	0	996	0	
900	37	770	08132015	1640	0	.	0	
901	48	1855	08042015	0855	0	150	0	
902	53	64	03012015	1854	0	0	1	
903	37	938	09292015	2010	0	0	0	
904	6	2673	11182015	2214	1	.	.	
905	17	196	05012015	1953	0	996	0	
906	48	868	04272015	0259	0	.	.	
907	6	237	02052015	1230	0	0	1	
908	18	147	03282015	1913	0	996	0	
909	1	21	01232015	1348	0	996	0	
910	28	335	08192015	0315	0	0	401	
911	36	967	12112015	1742	0	995	95	
912	45	183	04032015	1351	0	0	1	
913	48	1970	08262015	2334	1	38	695	
914	50	25	08092015	1922	1	0	0	
915	18	165	04182015	2032	0	996	0	
916	18	780	12192015	1521	0	0	1	
917	45	594	09122015	0027	1	0	1	
918	48	1718	07272015	1150	0	.	.	
919	12	2705	12302015	2028	0	996	0	
920	13	884	09122015	1723	1	0	1	
921	1	767	10132015	1557	0	0	1	
922	6	1	01012015	0041	0	.	.	
923	37	1095	11122015	1943	0	996	0	
924	54	202	09272015	2024	0	0	0	
925	6	410	03022015	1234	0	996	0	
926	21	610	08242015	2116	0	0	157	
927	42	643	11292015	0854	1	997	997	
928	12	52	01092015	0655	0	996	0	
929	15	17	03092015	1928	1	996	0	
930	17	283	06042015	2205	0	0	1	
931	28	147	04172015	0848	0	996	0	
932	30	122	09062015	1815	0	996	0	
933	25	180	07022015	2359	1	70	600	
934	34	349	10292015	0726	1	0	1	
935	1	34	01152015	1427	0	996	0	
936	5	202	06142015	0550	0	.	.	
937	36	802	11012015	1108	1	995	95	
938	4	418	06262015	2125	1	270	996	
939	12	955	05282015	1553	0	996	0	
940	12	2420	11122015	1540	0	996	0	
941	26	134	04042015	1709	0	996	0	
942	12	309	03052015	2021	0	996	0	
943	55	160	05112015	2251	1	175	695	
944	56	92	08292015	1113	0	996	0	
945	6	2356	11172015	2016	0	996	0	
946	12	233	02182015	1151	0	0	1	
947	12	1819	09212015	1936	0	0	0	
948	39	803	10022015	1530	0	999	999	
949	48	893	04282015	1742	0	0	603	
950	4	342	05152015	2200	0	996	0	
951	17	298	04122015	1427	0	996	0	
952	18	786	10222015	1032	0	996	0	
953	21	34	01232015	2036	0	0	605	
954	21	650	12202015	0712	0	102	1	
955	12	2157	11102015	1835	0	996	0	
956	4	203	03152015	2352	1	0	151	
957	37	795	08192015	1257	1	.	0	
958	45	243	04272015	0825	0	0	1	
959	17	121	03092015	0655	1	0	1	
960	5	58	02162015	1702	1	.	.	
961	42	683	09232015	2113	0	0	997	
962	26	178	04142015	1436	0	996	0	
963	6	1799	10302015	0954	1	996	0	
964	13	988	10062015	0317	0	996	0	
965	22	209	05062015	1535	0	0	1	
966	40	284	07252015	1005	1	0	1	
967	18	343	06262015	1320	0	.	.	
968	36	582	08012015	1705	1	995	95	
969	37	111	02202015	0638	1	.	.	
970	45	182	04032015	0800	1	0	1	
971	6	2305	06242015	2330	0	996	0	
972	45	846	10282015	1950	0	996	0	
973	51	275	05242015	0159	0	0	1	
974	6	2442	11232015	1523	0	.	.	
975	53	328	09052015	1501	0	0	1	
976	13	1102	11022015	1810	0	0	1	
977	36	705	10032015	1725	0	996	0	
978	39	701	08222015	2225	0	0	605	
979	49	36	03282015	2044	1	996	0	
980	6	2564	12072015	0812	0	0	1	
981	12	519	04012015	1812	0	133	189	
982	17	815	10232015	0721	1	996	0	
983	25	94	07042015	1824	0	996	0	
984	32	241	11132015	0029	0	996	0	
985	40	397	09212015	1941	1	996	0	
986	54	128	07022015	0711	0	59	0	
987	2	50	10142015	1422	0	0	1	
988	6	1501	10082015	2245	0	.	.	
989	6	2567	12052015	0208	1	.	.	
990	13	996	10092015	0121	0	65	348	
991	16	55	05312015	1617	0	996	0	
992	18	301	06102015	0722	0	0	1	
993	41	402	11132015	2144	0	996	0	
994	13	829	08292015	1849	0	996	0	
995	17	946	12292015	0015	0	0	600	
996	20	150	07152015	1414	0	996	0	
997	26	524	08202015	0319	1	995	95	
998	36	599	08272015	0320	0	249	1	
999	21	185	05012015	0522	0	996	0	
1000	23	63	07312015	2106	0	128	0	
1001	47	365	06212015	1325	0	0	605	
1002	12	473	03262015	2110	0	180	1	
1003	25	2	01132015	0018	0	0	300	
1004	13	457	05112015	1620	0	996	0	
1005	27	69	04082015	0645	0	0	401	
1006	40	344	08222015	2129	0	102	304	
1007	6	1340	07012015	1430	0	996	0	
1008	37	677	06202015	1808	0	.	.	
1009	39	325	05262015	1255	0	996	0	
1010	42	176	02272015	2230	1	125	1	
1011	5	365	10062015	0126	0	0	0	
1012	28	167	04302015	1733	0	996	0	
1013	45	249	04292015	1310	0	996	0	
1014	45	574	09032015	1555	0	996	0	
1015	47	816	12112015	0355	0	996	0	
1016	48	1501	07052015	0955	1	996	0	
1017	37	110	02132015	0427	1	212	0	
1018	40	376	09152015	1539	0	0	0	
1019	40	457	11072015	0642	0	996	0	
1020	42	1015	11072015	0436	0	996	0	
1021	48	1316	06092015	2100	0	0	0	
1022	12	2526	12142015	1603	0	995	95	
1023	17	147	04112015	0542	0	996	0	
1024	36	250	03072015	0455	1	0	695	
1025	40	355	08292015	1643	1	0	1	
1026	47	226	04232015	1833	0	996	0	
1027	51	333	06252015	2025	0	0	1	
1028	13	1222	12062015	1935	0	0	997	
1029	27	3	01022015	2140	0	996	0	
1030	6	2254	10172015	0101	0	0	.	
1031	12	963	05192015	0841	1	996	0	
1032	48	2636	11052015	0831	0	0	1	
1033	6	1547	08162015	2159	1	0	1	
1034	22	508	10082015	2300	1	0	695	
1035	30	28	04162015	0750	0	0	1	
1036	45	271	05052015	2146	0	996	0	
1037	47	34	01262015	0635	0	0	1	
1038	51	562	11042015	0520	0	996	0	
1039	12	2281	11292015	0540	0	996	0	
1040	17	341	06252015	1359	0	0	1	
1041	22	188	04092015	1941	0	0	0	
1042	47	146	03092015	0650	0	996	0	
1043	48	3005	12172015	1600	0	996	0	
1044	6	159	01262015	2310	1	.	.	
1045	26	680	10152015	0400	1	40	0	
1046	47	920	11202015	1444	0	996	0	
1047	26	548	08282015	0010	0	996	0	
1048	47	613	09212015	2008	0	0	189	
1049	12	2649	12162015	1949	0	996	0	
1050	28	20	01232015	1746	0	996	0	
1051	39	217	04172015	2351	1	196	603	
1052	51	63	02202015	2238	0	996	0	
1053	55	377	11082015	1911	0	329	1	
1054	17	23	01182015	1949	1	0	407	
1055	39	117	03062015	1735	0	996	0	
1056	53	118	04282015	1750	0	0	605	
1057	45	468	06202015	0935	0	18	605	
1058	53	120	04052015	0123	0	0	304	
1059	6	1663	01182015	0413	1	130	0	
1060	35	5	01102015	1944	0	996	0	
1061	40	494	11182015	1140	0	0	0	
1062	45	203	04102015	2250	0	996	0	
1063	8	25	01252015	2140	0	0	1	
1064	17	339	05122015	1801	1	996	0	
1065	40	396	09152015	1715	0	0	996	
1066	53	89	03292015	0941	1	0	189	
1067	24	460	12242015	1213	1	0	177	
1068	6	597	03262015	1408	0	.	.	
1069	13	461	05122015	1923	0	232	0	
1070	21	304	07022015	1513	0	996	0	
1071	34	25	01252015	2215	0	0	1	
1072	37	1070	10252015	1939	1	20	0	
1073	42	212	04032015	1630	1	0	304	
1074	8	461	11072015	2225	0	0	177	
1075	12	120	01242015	1808	0	0	0	
1076	32	120	06282015	1258	1	0	1	
1077	40	17	01192015	0758	0	996	0	
1078	12	258	02262015	0300	0	240	603	
1079	1	28	01102015	0031	0	225	401	
1080	5	70	02262015	1723	0	0	0	
1081	12	175	02022015	2334	0	996	0	
1082	17	155	02272015	0700	0	0	0	
1083	36	931	12092015	2210	1	996	0	
1084	37	1086	11282015	1556	1	0	0	
1085	44	2	01152015	1902	1	172	605	
1086	1	141	04022015	1650	0	0	1	
1087	21	342	07242015	2022	0	197	155	
1088	42	655	08042015	0832	0	996	0	
1089	37	711	08182015	1751	0	996	0	
1090	51	200	03082015	0144	1	996	0	
1091	12	437	03272015	1631	0	0	998	
1092	37	631	07182015	0500	0	996	0	
1093	47	297	05222015	0950	0	0	1	
1094	12	21	01032015	2301	0	150	998	
1095	21	159	04082015	0316	0	0	.	
1096	48	1601	07192015	0749	0	0	401	
1097	25	165	10252015	1808	0	0	1	
1098	45	333	06012015	0835	0	996	0	
1099	12	192	02072015	1911	1	0	996	
1100	6	813	04162015	1805	1	.	.	
1101	13	1193	11292015	1358	0	0	1	
1102	36	866	11172015	1732	0	995	95	
1103	47	466	06282015	0124	0	220	0	
1104	56	104	10032015	0425	0	30	605	
1105	18	368	07142015	2050	1	996	0	
1106	12	1384	07252015	0205	0	996	0	
1107	17	579	09022015	1537	0	0	999	
1108	23	92	09122015	2240	1	179	0	
1109	28	185	05132015	2140	0	999	999	
1110	37	804	08192015	0449	0	110	0	
1111	21	254	06102015	0844	0	996	0	
1112	12	586	04012015	1739	0	0	1	
1113	34	228	08092015	0234	1	69	1	
1114	56	114	11032015	2200	1	0	1	
1115	12	2771	12122015	2319	0	995	95	
1116	16	181	12022015	1833	0	996	0	
1117	29	210	04302015	2220	0	0	0	
1118	48	1293	06142015	0714	0	123	407	
1119	51	627	12082015	0825	0	996	0	
1120	6	2386	09142015	0716	1	996	0	
1121	48	2493	10242015	2000	0	0	1	
1122	5	436	11212015	0950	1	0	1	
1123	8	340	09052015	1125	1	996	0	
1124	12	1927	08172015	0049	0	996	0	
1125	23	93	09182015	2051	0	996	0	
1126	31	177	11012015	2030	1	996	0	
1127	37	570	06292015	1922	0	996	0	
1128	45	881	12192015	2023	1	996	0	
1129	48	489	03152015	2037	1	.	605	
1130	12	1574	08232015	0230	0	996	0	
1131	27	117	05162015	1357	0	996	0	
1132	40	237	05182015	1010	0	0	0	
1133	48	1165	05212015	0152	1	996	0	
1134	4	560	08242015	9999	0	0	1	
1135	6	220	02102015	0600	0	996	0	
1136	36	1023	11072015	0650	1	0	1	
1137	6	1714	07122015	0610	1	.	.	
1138	6	2579	12262015	1736	1	0	189	
1139	6	2630	11102015	1714	0	175	1	
1140	24	89	04162015	1543	0	0	1	
1141	34	381	09252015	2234	0	996	0	
1142	48	1088	05052015	0517	0	996	0	
1143	53	288	08122015	1252	0	996	0	
1144	4	726	10292015	2353	0	996	0	
1145	6	1624	09262015	1740	0	200	.	
1146	12	1909	10042015	1935	0	0	300	
1147	12	2698	12212015	2120	0	120	0	
1148	13	809	08222015	0225	0	0	155	
1149	6	2917	04092015	1253	1	.	.	
1150	19	27	02212015	0204	0	996	0	
1151	35	211	08162015	0210	0	200	1	
1152	42	174	03242015	2235	0	0	1	
1153	1	328	06262015	0115	1	167	1	
1154	4	782	12192015	1950	0	0	0	
1155	6	1461	06182015	2006	0	.	.	
1156	13	466	05142015	1031	0	996	0	
1157	12	1268	07042015	0206	0	995	95	
1158	17	813	10222015	0707	1	202	600	
1159	42	1058	10092015	1046	1	997	187	
1160	12	1741	09122015	0008	0	0	1	
1161	37	108	02052015	0534	0	996	0	
1162	39	195	04102015	1412	0	0	1	
1163	51	490	09282015	2250	0	253	1	
1164	12	2494	12022015	2109	0	996	0	
1165	36	566	08152015	1157	1	123	1	
1166	9	189	06272015	2142	0	0	1	
1167	6	1666	04132015	9999	0	0	1	
1168	12	1145	06272015	0025	0	0	1	
1169	40	154	05032015	1940	0	996	0	
1170	48	3161	12252015	0122	0	996	0	
1171	41	278	09052015	0126	0	0	0	
1172	17	477	07222015	1212	0	0	401	
1173	29	766	12152015	1114	0	0	996	
1174	46	67	08082015	1238	0	0	0	
1175	40	465	09252015	2050	0	0	0	
1176	36	957	11232015	1855	1	995	95	
1177	39	963	11272015	2142	0	0	348	
1178	48	1713	07262015	0440	1	0	0	
1179	48	284	02162015	2120	0	248	1	
1180	8	109	04042015	1236	0	22	417	
1181	1	491	09052015	0350	0	0	189	
1182	6	461	03162015	0105	1	.	.	
1183	12	8	01012015	2340	0	996	0	
1184	12	1104	06162015	2051	0	996	0	
1185	12	2168	10232015	1605	0	995	95	
1186	27	27	02122015	1909	0	996	0	
1187	27	224	08252015	2329	0	0	695	
1188	1	348	06072015	1554	1	204	1	
1189	4	540	08102015	1646	0	0	996	
1190	29	325	06272015	0845	0	0	0	
1191	29	747	10302015	1833	0	0	401	
1192	5	79	03062015	2011	0	996	0	
1193	12	1951	08192015	1853	0	0	1	
1194	37	482	06052015	1234	0	0	0	
1195	42	692	08022015	1500	0	996	0	
1196	48	2705	11132015	1912	1	996	0	
1197	13	38	01132015	1837	0	0	351	
1198	4	662	10312015	0924	1	996	0	
1199	6	2413	05192015	2023	1	996	0	
1200	12	1	01012015	0230	0	996	0	
1201	18	571	10032015	0233	1	996	0	
1202	41	374	05042015	1004	1	0	177	
1203	13	619	06252015	1438	0	0	1	
1204	13	977	10042015	0047	1	996	0	
1205	20	324	12212015	1550	0	0	0	
1206	21	690	12242015	1326	0	.	.	
1207	53	471	11242015	1301	0	0	1	
1208	39	821	10182015	0405	1	78	1	
1209	40	150	05072015	0600	0	0	0	
1210	21	389	08132015	0844	0	0	0	
1211	29	192	04222015	1635	0	0	0	
1212	29	565	07312015	2135	0	996	0	
1213	32	9	03082015	2330	0	0	600	
1214	39	367	05192015	0537	0	996	0	
1215	6	312	02212015	1115	0	0	321	
1216	23	7	01302015	1730	0	58	998	
1217	48	2045	09042015	0130	0	.	0	
1218	6	906	05042015	2048	0	.	.	
1219	28	299	07222015	1626	0	996	0	
1220	55	458	10262015	1821	0	996	1	
1221	8	510	12292015	0550	0	996	0	
1222	17	182	04182015	1458	0	996	0	
1223	40	314	08012015	0130	0	20	0	
1224	13	219	03082015	2253	0	997	997	
1225	36	842	10162015	2115	0	996	0	
1226	55	320	08102015	0100	0	90	0	
1227	12	1396	07162015	1350	0	22	1	
1228	21	545	10282015	1322	0	.	.	
1229	42	451	06222015	1445	0	996	0	
1230	6	475	03172015	1404	1	0	304	
1231	45	591	09112015	1734	1	996	0	
1232	6	2202	11152015	2245	0	200	1	
1233	22	240	05192015	1030	0	143	0	
1234	40	592	12032015	1842	0	0	1	
1235	6	2284	11062015	1952	0	120	155	
1236	6	2681	12092015	1255	0	996	0	
1237	13	247	03152015	1013	0	996	0	
1238	22	506	09182015	1929	0	996	0	
1239	53	504	12202015	1722	0	58	1	
1240	55	239	07182015	1842	0	996	0	
1241	24	22	01292015	2000	0	995	0	
1242	48	2249	09292015	1938	1	996	0	
1243	12	1506	08082015	1524	0	996	0	
1244	17	781	11142015	1552	1	230	0	
1245	41	392	09222015	1435	0	0	0	
1246	4	94	02262015	0550	0	230	1	
1247	6	1945	11182015	1536	1	0	.	
1248	8	262	07252015	1233	0	0	996	
1249	36	97	02032015	1826	0	0	1	
1250	36	468	07092015	1330	0	0	95	
1251	48	831	04172015	2145	1	184	1	
1252	36	840	10092015	2030	0	0	1	
1253	21	82	02182015	1705	1	213	.	
1254	28	350	07222015	1546	0	996	0	
1255	47	638	09262015	1923	0	0	1	
1256	4	631	10122015	1344	0	0	1	
1257	36	54	01282015	0540	0	0	1	
1258	9	73	08092015	1159	0	996	0	
1259	39	117	03062015	1735	0	190	408	
1260	34	193	06152015	1538	1	996	0	
1261	45	837	09122015	0942	0	996	0	
1262	51	503	09022015	1950	0	996	0	
1263	55	108	04142015	0059	0	0	1	
1264	6	23	01022015	1844	0	996	0	
1265	6	1747	10212015	2211	1	996	0	
1266	13	1228	12082015	0632	0	996	0	
1267	23	9	01232015	1625	0	0	998	
1268	55	409	11202015	1759	0	130	605	
1269	6	2114	11062015	2348	0	0	0	
1270	6	2188	10082015	0100	1	998	1	
1271	9	198	04122015	1616	0	996	0	
1272	17	914	12042015	2213	1	10	95	
1273	37	239	03042015	2343	0	180	0	
1274	10	21	05192015	0742	0	0	1	
1275	20	90	03212015	1907	1	996	603	
1276	28	119	03302015	1507	0	996	0	
1277	8	320	08292015	0341	0	188	189	
1278	12	1812	09232015	1315	0	996	0	
1279	12	1202	06222015	0517	0	0	417	
1280	12	2523	11282015	0538	0	996	0	
1281	41	231	08072015	9999	1	236	0	
1282	6	269	02062015	1048	0	0	0	
1283	6	2349	11042015	0825	0	996	0	
1284	12	59	01152015	0801	0	0	401	
1285	24	296	08112015	1720	1	996	0	
1286	30	59	06122015	1456	0	996	0	
1287	48	1150	04242015	0253	0	219	605	
1288	28	41	02062015	1434	1	996	0	
1289	45	63	02042015	1635	0	0	1	
1290	47	810	12082015	1015	0	0	0	
1291	5	126	04112015	2241	0	996	0	
1292	13	709	07242015	1435	0	0	1	
1293	17	858	12072015	1748	1	996	0	
1294	39	66	02062015	0209	0	0	1	
1295	48	954	04252015	2320	0	0	0	
1296	53	32	01292015	1823	0	996	0	
1297	28	323	08152015	0054	0	999	999	
1298	26	342	06202015	2010	0	160	95	
1299	36	623	08202015	1608	0	996	0	
1300	40	380	07052015	1015	0	0	1	
